Plots,Elevation_MASL,Latitude,Longitude,Slope..Degrees.,Temp,Ppt,Eto,WB,Aspect,Crown_cover....,Forest_Types,Scientific_me,Family,DBH_cm,Height_m,Stem_Type,Status
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,11,12,Clean,Live
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Alstonia scholaris,Apocyceae,14.8,11,Clean,Live
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Ficus nervosa,Moraceae,11.5,4,Twisted,Live
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Termilia bellirica,Combretaceae,45,21,Clean,Live
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Chukrasia tabularis,Meliaceae,63,26,Clean,Live
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Chukrasia tabularis,Meliaceae,73,28,Clean,Live
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Alstonia scholaris,Apocyceae,13.6,11.8,Clean,Live
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Litsea cubeba,Lauraceae,11.5,4,Twisted,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Diploknema butyracea,Sapotaceae,12.8,10.5,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Morus australis,Moraceae,40.4,26.9,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,18.9,16.5,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,13.5,17.3,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Diploknema butyracea,Sapotaceae,25,10.5,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Diploknema butyracea,Sapotaceae,40.6,27.6,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Rhus succedanea,Acardiaceae,19.6,12.4,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Chukrasia tabularis,Meliaceae,42.3,26.8,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Diploknema butyracea,Sapotaceae,24.5,10.4,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Morus australis,Moraceae,29.5,19.8,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Diploknema butyracea,Sapotaceae,10.4,5.4,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,29.5,17.6,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,28.6,24.5,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,26.4,14.6,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Stereospermum suaveolens,Bignoniaceae,31.3,11.1,Twisted,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Diploknema butyracea,Sapotaceae,34.5,10.6,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Morus australis,Moraceae,27.9,13.4,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Tetrameles nudiflora,Datiscaceae,16.3,12.7,Clean,Live
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Litsea monopetala,Lauraceae,25.4,14.5,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Stereospermum suaveolens,Bignoniaceae,13.2,10.8,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Bombax ceiba,Bombacaceae,15.5,34,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,28,16,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,12.8,15.3,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Stereospermum suaveolens,Bignoniaceae,25.5,13.8,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Stereospermum suaveolens,Bignoniaceae,26.3,18,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,14,16.7,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,43.5,21,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Albiza procera,Leguminosae,48,33,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Sterculia villosa,Sterculiaceae,14.5,11.8,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Sterculia villosa,Sterculiaceae,46,27.8,Twisted,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,44.6,31.6,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,13.5,16,Clean,Live
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,13,10,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Schima wallichii,Theaceae,33.6,18.7,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Mallotus philippensis,Euphorbiaceae,13.6,11.2,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Dryepetes indica,Euphorbiaceae,34.2,17.3,Buttressed ,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Dryepetes indica,Euphorbiaceae,13.3,16.6,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Dryepetes indica,Euphorbiaceae,12.8,13,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Dryepetes indica,Euphorbiaceae,14.6,17,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Mallotus philippensis,Euphorbiaceae,26,16.3,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Schima wallichii,Theaceae,23.8,15.2,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Stereospermum suaveolens,Bignoniaceae,24,12.8,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Dryepetes indica,Euphorbiaceae,14,17,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Schima wallichii,Theaceae,24.6,13.8,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Mallotus philippensis,Euphorbiaceae,24.8,13,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Chukrasia tabularis,Meliaceae,36,17,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Schima wallichii,Theaceae,26.8,22,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Stereospermum suaveolens,Bignoniaceae,18,14.6,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Schima wallichii,Theaceae,12.1,7.9,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Chukrasia tabularis,Meliaceae,25.2,19.5,Clean,Live
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Schima wallichii,Theaceae,27.9,19,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Ostodes paniculata,Euphorbiaceae,28.4,14.5,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Mitrephora harai,Annoceae,17,13,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Ailanthus integrifolia,Simaroubaceae,42.6,32.1,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Leea indica,Leeaceae,17.2,13.1,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Ficus hispida,Moraceae,14.3,17.3,Twisted,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Litchi chinensis,Lauraceae,12.6,12.4,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Mitrephora harai,Annoceae,14,10.6,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Mitrephora harai,Annoceae,23,13,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Albizia lebbeck,Leguminosae,54,22,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Albiza procera,Leguminosae,19,18.6,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Ailanthus integrifolia,Simaroubaceae,39.5,31.5,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Ficus neriifolia,Moraceae,12.6,12.4,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Cinmomum bejolghota,Lauraceae,24.5,22,Clean,Live
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Ostodes paniculata,Euphorbiaceae,52,25.5,Buttressed ,Live
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,49,16,Clean,Live
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Eleocarpus anguisifolia,Elaeocarpaceae,40,32,Clean,Live
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Termilia myriocarpa,Combretaceae,32,9,Clean,Live
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Too ciliata,Meliaceae,56,30,Clean,Live
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Michelia champaca,Magnoliaceae,25,19,Clean,Live
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Termilia catappa,Combretaceae,40,32,Clean,Live
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,72,45,Clean,Live
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,17,12,Clean,Live
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Elaeocarpus sikkimensis,Elaeocarpaceae,20,3,Clean,Live
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,18,6,Clean,Live
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,21,5,Clean,Live
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Phoebe lanceolata,Lauraceae,24,10,Clean,Live
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,24,8,Clean,Live
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Ficus semicordata,Moraceae,19,7,Clean,Live
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Too ciliata,Meliaceae,55,22,Clean,Live
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Schima wallichii,Theaceae,110,30,Clean,Live
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Baccaurea ramiflora,Phyllanthaceae,18,5,Clean,Live
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Michelia champaca,Magnoliaceae,79,32,Clean,Live
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Ostodes paniculata,Euphorbiaceae,12,4,Clean,Live
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Too ciliata,Meliaceae,88,26,Clean,Live
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Anthocephalus cadamba,Polygoceae,73,43,Clean,Live
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Ostodes paniculata,Euphorbiaceae,18,12,Clean,Live
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Caryota urens,Arecaceae(Palmae),40,20,Clean,Live
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Ailanthus grandis,Alangiaceae,37,24,Clean,Live
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Phoebe lanceolata,Lauraceae,73,28,Clean,Live
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Anthocephalus cadamba,Polygoceae,65,40,Clean,Live
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Ostodes paniculata,Euphorbiaceae,14,12,Clean,Live
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Chukrasia tabularis,Meliaceae,68,24,Clean,Live
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,32,9,Clean,Live
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,26,14,Clean,Live
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Chukrasia tabularis,Meliaceae,51,18,Clean,Live
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,28,12,Clean,Live
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,31,9,Clean,Live
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Phoebe lanceolata,Lauraceae,63,16,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Duabanga grandiflora,Lythraceae,43,16,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,49,30,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,30,14,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Rhus hookeri,Acardiaceae,41,18,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,44,5,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,25,11,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,31,10,Clean,Live
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Tamarindus indica,Lamiaceae,43,16,Clean,Live
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Syzygium formosum,Myrtaceae,40,21,Clean,Live
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Mitrephora harai,Annoceae,45,16,Clean,Live
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Mitrephora harai,Annoceae,40,18,Clean,Live
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,44,20,Clean,Live
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,82,24,Clean,Live
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,55,18,Clean,Live
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Elaeocarpus sikkimensis,Elaeocarpaceae,28,14,Clean,Live
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Myrsine semiserrata,Myrsiceae,24,7,Clean,Live
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,41,16,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,28,19,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,45.4,30.2,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,38,26.4,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,24.4,18,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,23.2,15.5,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,36.6,33.2,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,28.4,32,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,21.9,17.8,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,38,32,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,33.2,32.6,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,18.7,16,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,26.9,27.5,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,24.9,26,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,23.2,18,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,38,32.4,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,30.5,32,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,44,33,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,22,19,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,47,31,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,47,34,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,32,20,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,21.1,18.3,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,25.8,25,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,13.7,16,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,43.6,33,Clean,Dead
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,22.7,18,Clean,Dead
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,16.4,17.6,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,17.2,17,Clean,Live
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,26.4,20,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,28,19,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,45.4,30.2,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,38,26.4,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,24.4,18,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,23.2,15.5,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,36.6,33.2,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,28.4,32,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,21.9,17.8,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,38,32,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,33.2,32.6,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,18.7,16,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,26.9,27.5,Clean,Live
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Shorea robusta,Dipterocarpaceae,24.9,26,Clean,Live
